,,,,,,,,,,,degrees C,ms/cm,ppt,,
4/15/15,2015,4,PW,1 day post,Control,P77868,3,5,3,"no data, not enough sample",,,,,
4/15/15,2015,4,PW,1 day post,Control,P77868,3,5,4,"no data, not enough sample",,,,,
4/15/15,2015,4,PW,1 day post,Control,P77868,3,5,5,12:15,32.53,13.37,8.24,6.84,
4/15/15,2015,4,PW,1 day post,Control,P77868,3,5,6,12:23,32.54,18.45,10.82,7.4,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,7,1,12:41,30.95,17.36,10.14,6.78,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,7,2,"no data, not enough sample",,,,,
4/15/15,2015,4,PW,1 day post,Control,P77868,4,7,3,12:44,30.93,15.62,9.04,6.89,
4/15/15,2015,4,PW,1 day post,Control,P77868,4,7,4,12:46,24.86,13.83,7.89,7.59,
4/15/15,2015,4,PW,1 day post,Control,P77868,4,7,5,12:49,31.71,15.02,8.66,6.83,
4/15/15,2015,4,PW,1 day post,Control,P77868,4,7,6,12:57,33.3,19.81,11.67,7.18,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,8,1,13:09,33.02,18.51,10.94,6.93,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,8,2,13:13,31.08,18.09,10.61,6.61,
4/15/15,2015,4,PW,1 day post,Control,P77868,5,8,3,13:16,31.54,18,10.54,6.76,
4/15/15,2015,4,PW,1 day post,Control,P77868,5,8,4,13:18,31.76,15.79,9.14,6.92,
4/15/15,2015,4,PW,1 day post,Control,P77868,5,8,5,13:20,30.82,12.44,7.07,7.34,
4/15/15,2015,4,PW,1 day post,Control,P77868,5,8,6,13:22,29.4,19.89,11.79,6.93,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,9,1,13:42,35.38,18.07,10.53,7.35,
4/15/15,2015,4,PW,1 day post,Control,P77868,N/A,9,2,13:46,32.54,18.31,10.73,6.77,
4/15/15,2015,4,PW,1 day post,Control,P77868,6,9,3,13:47,31.92,18.52,10.88,6.82,
4/15/15,2015,4,PW,1 day post,Control,P77868,6,9,4,13:49,34.29,20.17,11.9,7.12,
4/15/15,2015,4,PW,1 day post,Control,P77868,6,9,5,13:51,36,14.58,8.33,7.32,
4/15/15,2015,4,PW,1 day post,Control,P77868,6,9,6,13:57,31.73,20.14,11.93,7.15,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,11,1,12:25,30.88,22.12,13.22,6.7,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,11,2,12:28,33.41,20.77,12.32,7.27,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,7,11,3,12:31,33.61,27.32,16.62,7.61,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,7,11,4,12:33,30.76,26.1,15.85,6.89,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,7,11,5,12:36,31,28.18,17.24,6.71,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,7,11,6,12:38,29.04,26.08,15.87,6.57,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,12,1,14:27,32.44,26.94,16.39,6.97,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,12,2,14:29,29.82,25.5,15.45,6.72,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,8,12,3,14:33,24.83,34.97,21.9,6.99,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,8,12,4,14:35,30.19,29.35,18.03,6.67,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,8,12,5,14:38,30.82,29.66,18.23,6.62,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,12,6,14:40,32.36,29.89,18.36,7.31,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,13,1,"no data, not enough sample",,,,,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,13,2,11:58,30.33,25.37,15.38,6.62,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,9,13,3,12:00,35.24,27.03,16.38,6.84,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,9,13,4,"no sample,no data, not enough water",,,,,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,9,13,5,12:03,34.62,27.57,16.78,6.58,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,9,13,6,12:04,29.33,26.91,16.39,6.64,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,14,1,13:55,32.3,26.04,15.78,6.78,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,14,2,14:00,32.61,26.01,15.75,,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,10,14,3,13:58,31.82,29.03,17.78,6.81,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,10,14,4,14:03,31.92,27.72,16.86,6.76,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,10,14,5,14:06,32.61,29.59,18.15,6.67,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,10,14,6,14:12,30.61,25.48,15.44,7.29,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,15,1,"no data, not enough sample",,,,,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,15,2,13:01,37.2,18.71,10.91,7.89,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,11,15,3,"no sample,no data, not enough water",,,,7.73,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,11,15,4,"no sample,no data, not enough water",,,,7.3,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,11,15,5,"no sample,no data, not enough water",,,,7.03,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,11,15,6,13:11,30.58,25.65,15.54,6.92,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,16,1,13:24,31.18,23.71,14.26,6.76,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,N/A,16,2,13:28,30.4,22.48,13.41,6.92,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,12,16,3,13:29,30.27,24.7,14.92,6.71,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,12,16,4,13:31,30.68,29.88,18.4,6.83,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,12,16,5,"no sample,no data, not enough water",,,,7.31,
4/15/15,2015,4,PW,1 day post,Treatment,P77868,12,16,6,13:36,31.37,27.23,16.58,7.01,
4/15/15,2015,4,SW,1 day post,Source,P77868,13,S-199,N/A,18:09,20.15,0.811,0.4,7.86,
4/15/15,2015,4,SW,1 day post,Source,P77868,14,S-199 ,N/A,18:16,19.35,0.771,0.38,8.05,FD
4/20/15,2015,4,PW,5 day post,Control,P78506,,1,3,11:54,28.96,15.13,8.76,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,1,4,11:56,29.61,15.04,8.69,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,1,5,11:57,29.85,14.21,8.17,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,1,6,11:58,29.17,19.22,11.36,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,7,3,12:04,28.66,16.41,9.57,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,7,4,12:05,29.12,13.93,8.01,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,7,5,12:06,31.03,14.52,8.36,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,7,6,12:07,31.35,19.73,11.65,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,8,3,12:14,30.12,18.53,10.9,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,8,4,12:15,29.42,16.06,9.34,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,8,5,12:16,29.14,13.22,7.57,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,8,6,12:17,30.19,19.89,11.77,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,9,3,12:27,30.24,16.13,9.37,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,9,4,12:28,33.3,18.04,10.55,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,9,5,12:30,31.09,14.85,8.56,,
4/20/15,2015,4,PW,5 day post,Control,P78506,,9,6,12:31,32.72,20.25,11.97,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,11,3,11:49,31.14,27.63,16.86,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,11,4,11:51,30.62,25.42,15.39,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,11,5,11:52,31.8,29.39,18.03,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,11,6,11:55,27.85,26.29,16.02,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,12,3,11:59,28.55,34.15,21.35,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,12,4,12:01,28.76,27.38,16.74,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,12,5,12:02,29.76,30.08,18.54,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,12,6,12:03,30.67,28.16,17.22,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,13,3,12:19,29.17,25.47,15.45,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,13,4,12:21,28.89,26.5,16.14,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,13,5,12:22,30,26.28,15.97,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,13,6,12:23,29.01,27.66,16.92,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,14,3,12:09,29.36,29.35,18.05,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,14,4,12:11,29.41,30.1,18.56,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,14,5,12:12,29.72,28.09,17.19,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,14,6,12:13,31.06,28.11,17.18,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,15,3,12:34,31.89,22.76,13.62,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,15,4,12:35,29.36,27.46,16.77,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,15,5,12:36,32.41,29.12,17.83,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,15,6,12:37,31.78,26.12,15.83,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,16,3,12:42,30.87,25.75,15.6,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,16,4,12:44,31.59,30.34,18.67,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,16,5,12:45,30.93,30.95,19.1,,
4/20/15,2015,4,PW,5 day post,Treatment,P78506,,16,6,12:47,32.04,26.51,16.09,,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,1,1,11:14,32,16.9,9.26,6.83,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,1,2,11:12,29.88,18.87,11.09,6.92,
5/13/15,2015,5,PW,1 day post,Control,P78506,1,1,3,11:25,30.52,17,9.93,6.69,
5/13/15,2015,5,PW,1 day post,Control,P78506,1,1,4,11:27,30.35,17.27,10.04,6.65,
5/13/15,2015,5,PW,1 day post,Control,P78506,1,1,5,11:30,30,17.89,10.49,6.74,
5/13/15,2015,5,PW,1 day post,Control,P78506,1,1,6,11:22,28.84,19.31,11.42,6.75,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,3,1,11:33,29.64,19.18,11.32,6.72,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,3,2,11:35,30.66,19.16,11.3,6.72,
5/13/15,2015,5,PW,1 day post,Control,P78506,2,3,3,11:41,29.67,18.76,11.08,6.72,
5/13/15,2015,5,PW,1 day post,Control,P78506,2,3,4,11:38,29.25,18.28,10.76,6.68,
5/13/15,2015,5,PW,1 day post,Control,P78506,2,3,5,11:44,30.5,19.45,11.49,6.67,
5/13/15,2015,5,PW,1 day post,Control,P78506,2,3,6,11:46,31.85,19.48,11.49,6.72,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,5,1,12:55,31.8,22.44,13.41,6.76,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,5,2,12:48,32.7,19.2,11.29,6.75,
5/13/15,2015,5,PW,1 day post,Control,P78506,3,5,3,12:50,31.62,17.28,10.09,6.69,
5/13/15,2015,5,PW,1 day post,Control,P78506,3,5,4,12:58,31.6,18.27,10.73,6.63,
5/13/15,2015,5,PW,1 day post,Control,P78506,3,5,5,13:02,31.32,18.66,10.97,6.86,
5/13/15,2015,5,PW,1 day post,Control,P78506,3,5,6,13:05,35.53,19.39,11.38,7.14,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,7,1,14:11,31.01,19.87,11.75,6.89,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,7,2,14:14,33.55,20.71,12.25,6.84,
5/13/15,2015,5,PW,1 day post,Control,P78506,4,7,3,14:15,30.03,20.29,12.04,6.73,
5/13/15,2015,5,PW,1 day post,Control,P78506,4,7,4,14:17,30.13,19.5,11.53,6.71,
5/13/15,2015,5,PW,1 day post,Control,P78506,4,7,5,14:28,33.19,20.18,11.92,7.09,
5/13/15,2015,5,PW,1 day post,Control,P78506,4,7,6,14:30,32.04,20.47,12.13,7.06,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,8,1,13:52,33.04,19.88,11.73,6.88,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,8,2,13:55,33.3,18.36,10.76,6.75,
5/13/15,2015,5,PW,1 day post,Control,P78506,5,8,3,13:58,32.5,19.22,11:30,6.79,
5/13/15,2015,5,PW,1 day post,Control,P78506,5,8,4,14:01,31.99,16.92,9.87,6.77,
5/13/15,2015,5,PW,1 day post,Control,P78506,5,8,5,14:05,33.89,17.7,10.32,6.74,
5/13/15,2015,5,PW,1 day post,Control,P78506,5,8,6,14:08,33.49,19.92,11.7,6.84,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,9,1,12:10,30.94,21.04,12.54,6.68,
5/13/15,2015,5,PW,1 day post,Control,P78506,N/A,9,2,12:12,27.57,20.4,12.14,6.88,
5/13/15,2015,5,PW,1 day post,Control,P78506,6,9,3,12:14,31.28,21.43,12.78,6.64,
5/13/15,2015,5,PW,1 day post,Control,P78506,6,9,4,12:25,34.08,21.02,12.44,6.89,
5/13/15,2015,5,PW,1 day post,Control,P78506,6,9,5,12:17,31.38,19.69,11.65,6.71,
5/13/15,2015,5,PW,1 day post,Control,P78506,6,9,6,12:27,32.71,20.76,12.29,6.8,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,11,1,14:56,30.86,23.22,13.94,6.92,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,11,2,14:57,32.09,24.24,14.58,6.66,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,7,11,3,15:00,32.48,25.01,15.07,7,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,7,11,4,15:03,32.51,26.62,16.15,6.86,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,7,11,5,14:50,32.02,24.8,14.96,6.68,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,7,11,6,14:52,28.56,28.44,17.45,6.72,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,12,1,14:20,32.9,28.81,17.61,6.88,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,12,2,14:22,31.53,25.3,15.29,6.76,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,8,12,3,14:25,32.38,29.07,17.8,6.68,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,8,12,4,14:24,32,28.54,17.49,7.02,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,8,12,5,15:04,30.56,28.97,17.68,6.72,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,8,12,6,14:48,32.68,28.34,17.3,7.19,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,13,1,15:30,30.88,20.33,12.01,6.43,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,13,2,15:27,33.74,22.17,13.24,6.54,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,9,13,3,15:32,32.86,24.87,14.99,6.54,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,9,13,4,15:34,32.5,25.66,15.52,6.81,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,9,13,5,15:35,33.44,27.45,16.69,6.7,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,9,13,6,6:57,30.86,27.63,16.86,6.77,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,14,1,13:32,32.29,22.56,13.51,6.69,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,14,2,13:35,32.5,26.78,16.26,6.72,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,10,14,3,13:37,32.3,25.58,15.48,6.74,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,10,14,4,13:40,34.6,27.71,16.84,7.32,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,10,14,5,13:44,32.9,26.09,15.8,6.78,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,10,14,6,13:47,32.72,25.97,15.7,7.06,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,15,1,12:20,30.02,21.03,12.53,6.62,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,15,2,12:31,31.13,21.36,12.71,6.74,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,11,15,3,12:34,32.27,24.27,14.62,6.69,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,11,15,4,12:37,34.7,24.85,14.97,6.79,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,11,15,5,12:40,32.91,24.48,14.73,6.62,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,11,15,6,12:43,35.61,26.8,16.23,7.19,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,16,1,11:51,33.55,24.4,14.66,6.7,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,N/A,16,2,11:53,30.98,23.77,14.3,6.62,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,12,16,3,11:56,31.86,24.85,14.99,6.83,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,12,16,4,11:58,31.94,26.71,16.23,7.46,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,12,16,5,12:01,32.4,24.74,14.91,6.85,
5/13/15,2015,5,PW,1 day post,Treatment,P78506,12,16,6,12:04,33.58,27.07,16.46,6.92,
5/13/15,2015,5,SW,1 day post,Source,P77339,16,S-199,N/A,17:38,30.85,1.089,0.53,8.46,
5/13/15,2015,5,SW,1 day post,Source,P77339,17,S-199 ,N/A,17:39,30.85,1.089,0.53,8.46,FD
5/13/15,2015,5,SW,1 day post,Control,P77339,2,1,N/A,10:59,28.66,8.731,4.84,7.03,
5/13/15,2015,5,SW,1 day post,Control,P77339,3,1,N/A,11:00,28.66,8.731,4.84,7.03,FD
5/13/15,2015,5,SW,1 day post,Control,P77339,4,3,N/A,10:57,28.51,9.905,5.55,7.08,
5/13/15,2015,5,SW,1 day post,Control,P77339,5,5,N/A,11:19,29.06,12:16,6.91,1:12,
5/13/15,2015,5,SW,1 day post,Control,P77339,6,7,N/A,11:21,32.27,9.833,5.47,7.09,
5/13/15,2015,5,SW,1 day post,Control,P77339,7,8,N/A,11:20,32.46,9.851,5.48,7.09,
5/13/15,2015,5,SW,1 day post,Control,P77339,8,9,N/A,11:47,33.3,11.4,6.41,7.56,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,9,11,N/A,12:45,35.25,15.06,8.64,7.64,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,10,12,N/A,13:13,36.82,16.78,9.68,7.46,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,11,13,N/A,13:14,37.76,14.79,8.43,7.54,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,12,14,N/A,13:21,34.11,16.38,9.51,7.61,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,13,15,N/A,13:18,35.22,17.95,10.46,7.58,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,14,16,N/A,13:15,36.73,14.51,8.29,7.82,
5/13/15,2015,5,SW,1 day post,Treatment,P77339,15,16,N/A,13:16,36.73,14.51,8.29,7.82,FD
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,7,3,11:23,29.96,20.38,12.11,6.68,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,7,4,11:24,29.52,19.8,11.74,6.6,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,7,5,11:27,30.1,19.98,11.77,6.84,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,7,6,11:28,30.35,20.87,12.42,6.93,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,8,3,11:33,30.75,19.45,11.51,6.67,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,8,4,11:31,29.22,18.05,10.62,6.69,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,8,5,11:35,30.1,17.84,10.46,6.65,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,8,6,11:37,30.44,20.26,12.05,6.86,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,9,3,11:15,28.52,22.04,13.21,6.63,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,9,4,11:17,31.14,21.09,12.53,6.87,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,9,5,11:19,30.6,19.95,11.84,6.62,
5/18/15,2015,5,PW,5 day post,Control,N/A,N/A,9,6,11:21,32.12,20.99,12.54,6.82,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,11,3,11:06,31.24,25.06,15.29,6.5,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,11,4,11:08,29.27,22.73,13.64,6.49,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,11,5,11:10,32.49,24.32,14.67,6.38,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,11,6,11:12,30.19,27,16.45,6.59,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,12,3,10:58,29.02,24.92,14.78,6.57,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,12,4,11:00,29.7,26.33,16.05,6.52,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,12,5,11:01,29.93,26.72,16.26,6.58,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,12,6,11:03,30.83,29.38,18.08,6.94,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,13,3,10:52,29.13,24.39,14.76,6.57,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,13,4,10:54,28.58,23.08,13.88,6.62,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,13,5,10:55,30.15,24.43,14.71,6.81,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,13,6,10:57,29.14,26.39,16.13,6.6,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,14,3,10:47,28.96,24.48,14.79,6.56,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,14,4,10:48,28.9,25.8,15.66,6.66,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,14,5,10:50,28.77,24.32,14.67,6.68,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,14,6,10:51,29.82,26.44,16.07,7.04,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,15,3,10:40,28.51,22.57,13.55,6.65,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,15,4,10:42,29.41,22.28,13.36,6.5,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,15,5,10:44,29.6,21.71,12.97,6.52,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,15,6,10:45,30.33,25.04,15.16,6.69,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,16,3,10:37,29.13,27.14,16.62,6.39,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,16,4,10:34,29.28,24.62,14.88,6.75,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,16,5,10:36,29.47,22.54,13.51,6.69,
5/18/15,2015,5,PW,5 day post,Treatment,N/A,N/A,16,6,10:39,29.76,27.22,16.62,6.87,
